logFC	AveExpr	t	P.Value	adj.P.Val	B	query	name	symbol
-0.408703246006006	26.033829123263	-4.14030481799041	0.000616492032712947	0.000616492032712947	-0.514740828856405	Q9ULC4	Malignant T-cell-amplified sequence 1 (MCT-1) (Multiple copies T-cell malignancies)	MCTS1
0.450286436663898	25.6366282916804	4.12057103371608	0.000644126917641077	0.000644126917641077	-0.546798890147305	Q14696	LRP chaperone MESD (LDLR chaperone MESD) (Mesoderm development LRP chaperone MESD) (Mesoderm development candidate 2) (Mesoderm development protein) (Renal carcinoma antigen NY-REN-61)	MESD
0.453840478352515	24.3851985946141	4.22746993319467	0.000734234833318035	0.000734234833318035	-0.643630996877762	Q5VTR2	E3 ubiquitin-protein ligase BRE1A (BRE1-A) (hBRE1) (EC 2.3.2.27) (RING finger protein 20) (RING-type E3 ubiquitin transferase BRE1A)	RNF20
-0.867013198367285	26.3060189647872	-3.81106608697453	0.0012826871120662	0.0012826871120662	-1.05377797306743	A0A1W2PNM1	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	HADH
0.323903278812121	27.2139273328992	3.71159488869866	0.00160066518013942	0.00160066518013942	-1.21800933331598	O00303	Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Deubiquitinating enzyme eIF3f) (EC 3.4.19.12) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47)	EIF3F
0.38650021954523	28.6140377344658	3.68559306332996	0.00169602358050724	0.00169602358050724	-1.26101005860209	P26583	High mobility group protein B2 (High mobility group protein 2) (HMG-2)	HMGB2
0.272297386802943	25.9157260285153	3.71572060081445	0.0017225937031836	0.0017225937031836	-1.26881208607162	Q86U86	Protein polybromo-1 (hPB1) (BRG1-associated factor 180) (BAF180) (Polybromo-1D)	PBRM1
0.383364810061131	25.5326201906149	3.70138901676909	0.00177699863146306	0.00177699863146306	-1.29183943656856	B1AJY7	Proteasome 26S subunit, non-ATPase 10	PSMD10
0.454656228775743	24.8562612007484	3.64196952368781	0.00186887668433423	0.00186887668433423	-1.33320539120492	A0A2R8YDT1	Glutamine synthetase (EC 6.3.1.2)	GLUL
0.310745623188758	27.514452186594	3.63844417536124	0.00188358793178721	0.00188358793178721	-1.33904226696475	Q2TAY7	WD40 repeat-containing protein SMU1 (Smu-1 suppressor of mec-8 and unc-52 protein homolog) [Cleaved into: WD40 repeat-containing protein SMU1, N-terminally processed]	SMU1
0.252547504792187	28.5802166052007	3.61452271116501	0.00198649904982782	0.00198649904982782	-1.37865758385426	Q92769	Histone deacetylase 2 (HD2) (EC 3.5.1.98) (Protein deacylase HDAC2) (EC 3.5.1.-)	HDAC2
0.405587828868658	24.1884726752575	3.64358598575077	0.00201441795363679	0.00201441795363679	-1.38482315359485	P41223	Protein BUD31 homolog (Protein EDG-2) (Protein G10 homolog)	BUD31
0.316519476470742	25.2300742467969	3.63346246856031	0.00205914485093286	0.00205914485093286	-1.40112460579667	G5E9W3	Cleavage and polyadenylation specific factor 3	CPSF3
-0.457027776287518	24.944557365235	-3.74470297172591	0.00177245898050135	0.00177245898050135	-1.42145580975776	O75844	CAAX prenyl protease 1 homolog (EC 3.4.24.84) (Farnesylated proteins-converting enzyme 1) (FACE-1) (Prenyl protein-specific endoprotease 1) (Zinc metalloproteinase Ste24 homolog)	ZMPSTE24
0.391133076650025	24.9923300382435	3.61324392587391	0.00215145928705723	0.00215145928705723	-1.43369492550607	Q9BY44	Eukaryotic translation initiation factor 2A (eIF-2A) (65 kDa eukaryotic translation initiation factor 2A) [Cleaved into: Eukaryotic translation initiation factor 2A, N-terminally processed]	EIF2A
0.363825796546795	24.7020270127977	3.61113926834162	0.00216130283707605	0.00216130283707605	-1.43708632479136	Q9H3P7	Golgi resident protein GCP60 (Acyl-CoA-binding domain-containing protein 3) (Golgi complex-associated protein 1) (GOCAP1) (Golgi phosphoprotein 1) (GOLPH1) (PBR- and PKA-associated protein 7) (Peripheral benzodiazepine receptor-associated protein PAP7) [Cleaved into: Golgi resident protein GCP60, N-terminally processed]	ACBD3
0.28038101237097	29.0579203760611	3.53923217775365	0.00234826196918873	0.00234826196918873	-1.50342252458119	A0A0A0MRX1	ELAV-like protein	ELAVL2
0.345765884000258	29.3432515271288	3.4918222885541	0.00260883810929422	0.00260883810929422	-1.582023911016	Q86V81	THO complex subunit 4 (Tho4) (Ally of AML-1 and LEF-1) (Aly/REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing factor BEF)	ALYREF
0.428116823513299	24.5853187525675	3.44352279720149	0.00310789119101722	0.00310789119101722	-1.70762624836857	P40222	Alpha-taxilin	TXLNA
0.463505285361204	25.7865287402432	3.54312272566011	0.0032546623243935	0.0032546623243935	-1.7236399129631	P11279	Lysosome-associated membrane glycoprotein 1 (LAMP-1) (Lysosome-associated membrane protein 1) (CD107 antigen-like family member A) (CD antigen CD107a)	LAMP1
-0.621133292388976	24.3951280406833	-3.36332204716449	0.00369655129788811	0.00369655129788811	-1.83724446275758	Q9H0A0	RNA cytidine acetyltransferase (EC 2.3.1.-) (18S rRNA cytosine acetyltransferase) (N-acetyltransferase 10) (N-acetyltransferase-like protein) (hALP)	NAT10
0.426699896635299	25.6675502531738	3.385985796584	0.00377836697672375	0.00377836697672375	-1.84745664263453	O60869	Endothelial differentiation-related factor 1 (EDF-1) (Multiprotein-bridging factor 1) (MBF1)	EDF1
0.545267430922198	24.4541204261043	3.41340975315515	0.00331714907156664	0.00331714907156664	-1.85674088624831	Q9Y5L4	Mitochondrial import inner membrane translocase subunit Tim13	TIMM13
0.29887205777284	25.5749484429088	3.33855171938881	0.00389973916954817	0.00389973916954817	-1.87727881927167	Q9H8Y8	Golgi reassembly-stacking protein 2 (GRS2) (Golgi phosphoprotein 6) (GOLPH6) (Golgi reassembly-stacking protein of 55 kDa) (GRASP55) (p59)	GORASP2
0.385207835428474	25.2179201601575	3.33779414576154	0.00390612436871583	0.00390612436871583	-1.87850317212057	O75348	V-type proton ATPase subunit G 1 (V-ATPase subunit G 1) (V-ATPase 13 kDa subunit 1) (Vacuolar proton pump subunit G 1) (Vacuolar proton pump subunit M16)	ATP6V1G1
0.309932122720443	24.6018871850934	3.25435708838851	0.0044103325915493	0.0044103325915493	-1.97542635714946	Q9Y6K1	DNA (cytosine-5)-methyltransferase 3A (Dnmt3a) (EC 2.1.1.37) (Cysteine methyltransferase DNMT3A) (EC 2.1.1.-) (DNA methyltransferase HsaIIIA) (DNA MTase HsaIIIA) (M.HsaIIIA)	DNMT3A
0.348168905619737	28.383849995662	3.24170811152292	0.00453487149818848	0.00453487149818848	-1.99633775426557	P60866	Small ribosomal subunit protein uS10 (40S ribosomal protein S20)	RPS20
0.356388347100406	26.6183738939861	3.18095091958824	0.0051827863885914	0.0051827863885914	-2.09667341488965	E5RHG8	Elongin-C	ELOC
0.306444008158238	25.8944582706513	3.19316589174695	0.00533454626474131	0.00533454626474131	-2.11206846127723	O14929	Histone acetyltransferase type B catalytic subunit (EC 2.3.1.48) (Histone acetyltransferase 1)	HAT1
-0.261333832676232	26.8245884408778	-3.16382276001814	0.00538126993892024	0.00538126993892024	-2.12492242134687	Q5T8U5	Surfeit locus protein 4	SURF4
0.332082145789144	24.6796978415819	3.28836414821429	0.00498745709211195	0.00498745709211195	-2.13369304238798	Q8NFH3	Nucleoporin Nup43 (Nup107-160 subcomplex subunit Nup43) (p42)	NUP43
0.244813330090231	26.7199149177708	3.16117514080598	0.0057140695626796	0.0057140695626796	-2.16365055250075	P09417	Dihydropteridine reductase (EC 1.5.1.34) (HDHPR) (Quinoid dihydropteridine reductase) (Short chain dehydrogenase/reductase family 33C member 1)	QDPR
0.362315713023619	25.4283294537249	3.13963704314356	0.00567424884065026	0.00567424884065026	-2.16478003346925	P56385	ATP synthase subunit e, mitochondrial (ATPase subunit e) (ATP synthase membrane subunit e) [Cleaved into: ATP synthase subunit e, mitochondrial, N-terminally processed]	ATP5ME
0.247789716895156	28.7031712957025	3.10083669291749	0.00617711070322421	0.00617711070322421	-2.22863869716749	Q96FJ2	Dynein light chain 2, cytoplasmic (8 kDa dynein light chain b) (DLC8b) (Dynein light chain LC8-type 2)	DYNLL2
-0.267471377198557	26.6008397077255	-3.11585216960236	0.00629747606841388	0.00629747606841388	-2.23665234391229	Q92905	COP9 signalosome complex subunit 5 (SGN5) (Signalosome subunit 5) (EC 3.4.-.-) (Jun activation domain-binding protein 1)	COPS5
0.316323401990779	28.4030700489121	3.08339619238966	0.00641706726668183	0.00641706726668183	-2.25730624925031	B0QYK0	EWS RNA binding protein 1	EWSR1
0.323973896228829	25.5266890534578	3.09759875936638	0.00654858132983983	0.00654858132983983	-2.2660235513024	P46063	ATP-dependent DNA helicase Q1 (EC 3.6.4.12) (DNA helicase, RecQ-like type 1) (RecQ1) (DNA-dependent ATPase Q1) (RecQ protein-like 1)	RECQL
0.399213234511272	23.693172320486	3.29427715579022	0.00582750566959414	0.00582750566959414	-2.27612947486768	H0Y7H8	AT-rich interaction domain 1B	ARID1B
0.337508532010439	29.8628626229008	3.05940675050284	0.00676202242959515	0.00676202242959515	-2.29669852428402	P35637	RNA-binding protein FUS (75 kDa DNA-pairing protein) (Oncogene FUS) (Oncogene TLS) (POMp75) (Translocated in liposarcoma protein)	FUS
0.40007887746566	26.5209372721833	3.10300361082227	0.00647322467107426	0.00647322467107426	-2.32573400261821	Q9Y3C6	Peptidyl-prolyl cis-trans isomerase-like 1 (PPIase) (EC 5.2.1.8) (Rotamase PPIL1)	PPIL1
0.371806594812639	25.6790888995275	3.03778451522125	0.00708836102424131	0.00708836102424131	-2.33216160977022	E7EWR4	Cleavage stimulation factor subunit 2	CSTF2
-0.529039983535828	26.5336056632666	-3.02742276050097	0.00725012917251233	0.00725012917251233	-2.34914128392131	P13861	cAMP-dependent protein kinase type II-alpha regulatory subunit	PRKAR2A
0.314595630240497	25.2216982663962	3.03535316286186	0.0074807149245189	0.0074807149245189	-2.36603062440711	A0A286YFM6	Stress-activated protein kinase JNK (EC 2.7.11.24)	MAPK10
0.221851997392626	25.3611489286162	3.03517195669063	0.00748360914726568	0.00748360914726568	-2.3663213843024	P52888	Thimet oligopeptidase (EC 3.4.24.15) (Endopeptidase 24.15) (MP78)	THOP1
0.349636397537186	30.2996797555729	3.01515046863533	0.00744637041397768	0.00744637041397768	-2.36923879556408	Q5TEC6	Histone H3-7	H3-7
0.317198360394439	26.2298229436238	3.01293368345801	0.00748236431371344	0.00748236431371344	-2.37286754925144	O43148	mRNA cap guanine-N7 methyltransferase (EC 2.1.1.56) (RG7MT1) (mRNA (guanine-N(7))-methyltransferase) (mRNA cap methyltransferase) (hCMT1) (hMet) (hcm1p)	RNMT
